,gene,cluster
14640,ZBTB12,Singleton
14641,TMEM8B,Singleton
14642,TRIM45,Singleton
14643,REM1,Singleton
14644,GIMAP7,Singleton
14645,ZBTB8A,Singleton
14646,LGI4,Singleton
14647,TPSB2,Singleton
14648,IMMP2L,Singleton
14649,HAS1,Singleton
14650,PRIMA1,Singleton
14651,TACR2,Singleton
14652,TMEM204,Singleton
14653,IL1RAPL2,Singleton
14654,CYP4X1,Singleton
14655,ZNF436,Singleton
14656,CNTNAP3,Singleton
14657,TNFSF18,Singleton
14658,TNFAIP8L3,Singleton
14659,ZNF32,Singleton
14660,COL6A6,Singleton
14661,CAPN8,Singleton
14662,S100A5,Singleton
14663,AMY2B,Singleton
14664,EVA1C,Singleton
14665,MAP1LC3C,Singleton
14666,APOL4,Singleton
14667,ZFY,Singleton
14668,CHRDL2,Singleton
14669,PRCD,Singleton
14670,RAB40AL,Singleton
14671,TMEM255B,Singleton
14672,ADM5,Singleton
14673,INSIG2,Singleton
14674,BZW2,Singleton
14675,MRPL17,Singleton
14676,MRPS33,Singleton
14677,SSR1,Singleton
14678,IRF2BP2,Singleton
14679,CAPZA1,Singleton
14680,TRIM37,Singleton
14681,OSBPL8,Singleton
14682,SERTAD2,Singleton
14683,HABP4,Singleton
14684,PTDSS1,Singleton
14685,SCAMP1,Singleton
14686,ATP6V1H,Singleton
14687,KIFAP3,Singleton
14688,PDCD10,Singleton
14689,PCMTD1,Singleton
14690,AP3S1,Singleton
14691,MGAT2,Singleton
14692,NUMB,Singleton
14693,ARCN1,Singleton
14694,RALB,Singleton
14695,SCOC,Singleton
14696,UBFD1,Singleton
14697,HPS1,Singleton
14698,GALNT1,Singleton
14699,GFM1,Singleton
14700,BRD8,Singleton
14701,CEP152,Singleton
14702,TLK1,Singleton
14703,FNIP1,Singleton
14704,PPP2R2A,Singleton
14705,TMED5,Singleton
14706,CNNM2,Singleton
14707,PHF20,Singleton
14708,RGS19,Singleton
14709,MFHAS1,Singleton
14710,C1GALT1,Singleton
14711,MCRS1,Singleton
14712,KIF2A,Singleton
14713,LRRC8A,Singleton
14714,UVRAG,Singleton
14715,WDR7,Singleton
14716,ITFG1,Singleton
14717,MEPCE,Singleton
14718,BUD31,Singleton
14719,USP46,Singleton
14720,MKKS,Singleton
14721,HILPDA,Singleton
14722,POLD3,Singleton
14723,INTS6,Singleton
14724,RNF4,Singleton
14725,CNPY3,Singleton
14726,TULP4,Singleton
14727,PAF1,Singleton
14728,ZFP64,Singleton
14729,MED31,Singleton
14730,KCTD10,Singleton
14731,DBNL,Singleton
14732,DIABLO,Singleton
14733,COPS3,Singleton
14734,TBL2,Singleton
14735,DNAJC11,Singleton
14736,CKLF,Singleton
14737,SNAP29,Singleton
14738,FAM171B,Singleton
14739,SPG21,Singleton
14740,CHMP2A,Singleton
14741,BNIP1,Singleton
14742,ALKBH4,Singleton
14743,ZNF174,Singleton
14744,MTIF2,Singleton
14745,NMNAT1,Singleton
14746,ZCCHC4,Singleton
14747,TSFM,Singleton
14748,SAP130,Singleton
14749,CWC25,Singleton
14750,BOLA3,Singleton
14751,METTL5,Singleton
14752,COG4,Singleton
14753,GRPEL2,Singleton
14754,LAMTOR2,Singleton
14755,ZNF408,Singleton
14756,SLC37A1,Singleton
14757,ZNF771,Singleton
14758,SCO1,Singleton
14759,RALGAPA2,Singleton
14760,RINT1,Singleton
14761,ZNF143,Singleton
14762,METTL2B,Singleton
14763,CASD1,Singleton
14764,HDDC2,Singleton
14765,IL17D,Singleton
14766,CHCHD4,Singleton
14767,HSPBP1,Singleton
14768,MRPL55,Singleton
14769,SLC25A45,Singleton
14770,COL23A1,Singleton
14771,CABYR,Singleton
14772,NUDT15,Singleton
14773,RPS19BP1,Singleton
14774,GLUD2,Singleton
14775,TMEM41A,Singleton
14776,SNAP47,Singleton
14777,TSR2,Singleton
14778,CTU1,Singleton
14779,CMC2,Singleton
14780,RDH14,Singleton
14781,RPH3AL,Singleton
14782,CAMKMT,Singleton
14783,NDUFAF2,Singleton
14784,ZSWIM4,Singleton
14785,MRPL54,Singleton
14786,GALNT18,Singleton
14787,RDH12,Singleton
14788,PDZD11,Singleton
14789,NOSTRIN,Singleton
14790,RHOV,Singleton
14791,RBAK,Singleton
14792,ODF3B,Singleton
14793,PSORS1C1,Singleton
14794,CCDC66,Singleton
14795,NCCRP1,Singleton
14796,TMEM88,Singleton
14797,ABHD17C,Singleton
14798,DEGS2,Singleton
14799,GAPDHS,Singleton
14800,ZNF175,Singleton
14801,A2ML1,Singleton
14802,SHROOM1,Singleton
14803,BNIPL,Singleton
14804,SERHL2,Singleton
14805,ZFP28,Singleton
14806,TMEM17,Singleton
14807,SERP2,Singleton
14808,CNFN,Singleton
14809,JAKMIP3,Singleton
14810,C2CD4B,Singleton
14811,IGFLR1,Singleton
14812,EPHX3,Singleton
14813,WFDC3,Singleton
14814,EMC4,Singleton
14815,MCEMP1,Singleton
14816,TMEM74,Singleton
14817,HFM1,Singleton
14818,ZNF717,Singleton
14819,ZNF432,Singleton
14820,XKRX,Singleton
14821,CA13,Singleton
14822,STX19,Singleton
14823,SLC25A43,Singleton
14824,GPR174,Singleton
14825,HHIPL1,Singleton
14826,CCL3L1,Singleton
14827,CCDC184,Singleton
14828,TDRD6,Singleton
14829,CCDC171,Singleton
14830,CFAP36,Singleton
14831,ZNF567,Singleton
14832,TMEM236,Singleton
14833,IRGM,Singleton
14834,SLC45A1,Singleton
14835,TAS1R3,Singleton
14836,HSD11B1L,Singleton
14837,TSNARE1,Singleton
14838,ZNF77,Singleton
14839,IGLL5,Singleton
14840,FAM200A,Singleton
14841,ZNF454,Singleton
14842,ITGAD,Singleton
14843,FCRL2,Singleton
14844,ZNF879,Singleton
14845,XCL2,Singleton
14846,SLFN14,Singleton
14847,ZNF596,Singleton
14848,CLEC17A,Singleton
14849,ASTL,Singleton
14850,MS4A4E,Singleton
14851,TTC24,Singleton
14852,CCL4L1,Singleton
14853,XPO7,Singleton
14854,DNAJA2,Singleton
14855,ITPA,Singleton
14856,ABHD14B,Singleton
14857,NISCH,Singleton
14858,CUTA,Singleton
14859,EXOC7,Singleton
14860,EPB41L5,Singleton
14861,CCNL2,Singleton
14862,RNPEP,Singleton
14863,MAN2C1,Singleton
14864,GOSR2,Singleton
14865,RBM5,Singleton
14866,POP5,Singleton
14867,CDK5RAP2,Singleton
14868,ING4,Singleton
14869,DCAF13,Singleton
14870,CBX1,Singleton
14871,AGGF1,Singleton
14872,PATZ1,Singleton
14873,TRA2A,Singleton
14874,ERCC5,Singleton
14875,EIF4G3,Singleton
14876,ACYP1,Singleton
14877,NXF1,Singleton
14878,LUZP1,Singleton
14879,NOL10,Singleton
14880,MLYCD,Singleton
14881,CCP110,Singleton
14882,NUFIP1,Singleton
14883,UTP20,Singleton
14884,PPP1R7,Singleton
14885,IMPACT,Singleton
14886,PDCD11,Singleton
14887,RCN2,Singleton
14888,PIGO,Singleton
14889,LZTR1,Singleton
14890,METAP2,Singleton
14891,BCCIP,Singleton
14892,STX16,Singleton
14893,SNX1,Singleton
14894,TRMT112,Singleton
14895,DDHD1,Singleton
14896,POLR1A,Singleton
14897,ZKSCAN3,Singleton
14898,WDR3,Singleton
14899,PALB2,Singleton
14900,PIGL,Singleton
14901,DTYMK,Singleton
14902,URB2,Singleton
14903,DDX10,Singleton
14904,TCFL5,Singleton
14905,XPO5,Singleton
14906,PNKD,Singleton
14907,STX12,Singleton
14908,NVL,Singleton
14909,BMS1,Singleton
14910,LETMD1,Singleton
14911,EXOSC1,Singleton
14912,TSN,Singleton
14913,WDR18,Singleton
14914,GEMIN5,Singleton
14915,SF3B5,Singleton
14916,MZF1,Singleton
14917,OFD1,Singleton
14918,FARP2,Singleton
14919,MFF,Singleton
14920,ITFG2,Singleton
14921,GMPPA,Singleton
14922,PRPS2,Singleton
14923,NSL1,Singleton
14924,PTPN9,Singleton
14925,RNF6,Singleton
14926,TRMT1,Singleton
14927,ARFIP2,Singleton
14928,PASK,Singleton
14929,TMEM41B,Singleton
14930,SACM1L,Singleton
14931,SAV1,Singleton
14932,GEMIN7,Singleton
14933,ZMYM4,Singleton
14934,CCDC28A,Singleton
14935,POMT1,Singleton
14936,DCUN1D5,Singleton
14937,UPF3A,Singleton
14938,RAD17,Singleton
14939,WDR55,Singleton
14940,ATG2B,Singleton
14941,CIR1,Singleton
14942,IFT172,Singleton
14943,NME6,Singleton
14944,PIH1D1,Singleton
14945,GSPT2,Singleton
14946,PMS1,Singleton
14947,THNSL1,Singleton
14948,CNTRL,Singleton
14949,STXBP3,Singleton
14950,KLC4,Singleton
14951,GAS8,Singleton
14952,AKAP10,Singleton
14953,SDAD1,Singleton
14954,LEPROTL1,Singleton
14955,PEX12,Singleton
14956,COX19,Singleton
14957,ALG14,Singleton
14958,PREB,Singleton
14959,DNAJC24,Singleton
14960,TADA2A,Singleton
14961,FAM114A2,Singleton
14962,KPNA5,Singleton
14963,DPP3,Singleton
14964,INTS5,Singleton
14965,BRCC3,Singleton
14966,ZC3H14,Singleton
14967,SFXN2,Singleton
14968,PAQR3,Singleton
14969,VPS25,Singleton
14970,DDRGK1,Singleton
14971,RIOK1,Singleton
14972,CDC42EP5,Singleton
14973,NAGPA,Singleton
14974,ECSIT,Singleton
14975,ZNF350,Singleton
14976,SPNS1,Singleton
14977,PGAP3,Singleton
14978,COMMD10,Singleton
14979,SDHAF1,Singleton
14980,TLCD2,Singleton
14981,SLC35B3,Singleton
14982,HRNR,Singleton
14983,ELMOD2,Singleton
14984,ARL13B,Singleton
14985,MKRN2,Singleton
14986,SYTL3,Singleton
14987,GMPR2,Singleton
14988,RBM23,Singleton
14989,EVC2,Singleton
14990,RASSF9,Singleton
14991,CCR10,Singleton
14992,FLYWCH1,Singleton
14993,FAXC,Singleton
14994,THAP2,Singleton
14995,ALDH8A1,Singleton
14996,NHLH1,Singleton
14997,GPR108,Singleton
14998,ORMDL1,Singleton
14999,TRIM65,Singleton
15000,SMN2,Singleton
15001,NELFCD,Singleton
15002,ZDHHC4,Singleton
15003,ILKAP,Singleton
15004,FBXO16,Singleton
15005,PPP1R37,Singleton
15006,ASIC4,Singleton
15007,TMEM178B,Singleton
15008,ZBTB42,Singleton
15009,PELI3,Singleton
15010,ZSCAN29,Singleton
15011,CACTIN,Singleton
15012,ERP27,Singleton
15013,MYBPHL,Singleton
15014,FAM131C,Singleton
15015,DHRSX,Singleton
15016,ESPNL,Singleton
15017,FAM43B,Singleton
15018,CEP83,Singleton
15019,ZSCAN20,Singleton
15020,TMEM240,Singleton
15021,GLTPD2,Singleton
15022,KCP,Singleton
15023,ZNF502,Singleton
15024,OARD1,Singleton
15025,AMY2A,Singleton
15026,VSTM5,Singleton
15027,EDRF1,Singleton
15028,GPR150,Singleton
15029,LDLRAD2,Singleton
15030,GRB2,Singleton
15031,YWHAQ,Singleton
15032,AKR1A1,Singleton
15033,HSPE1,Singleton
15034,SDHB,Singleton
15035,EEF1B2,Singleton
15036,ACADVL,Singleton
15037,HDAC1,Singleton
15038,ADAR,Singleton
15039,HADHB,Singleton
15040,HMGN1,Singleton
15041,SHMT2,Singleton
15042,GCLM,Singleton
15043,DECR1,Singleton
15044,SLC25A4,Singleton
15045,NNT,Singleton
15046,SUMO2,Singleton
15047,DIAPH1,Singleton
15048,CBL,Singleton
15049,OPTN,Singleton
15050,OGDH,Singleton
15051,ADIPOR2,Singleton
15052,ACTR2,Singleton
15053,LRPPRC,Singleton
15054,TARDBP,Singleton
15055,AGL,Singleton
15056,SLC1A5,Singleton
15057,MFN2,Singleton
15058,CLPX,Singleton
15059,ATP6V1C1,Singleton
15060,BIN1,Singleton
15061,NUP210,Singleton
15062,GLUD1,Singleton
15063,PDLIM5,Singleton
15064,PMPCA,Singleton
15065,DNPEP,Singleton
15066,HNRNPC,Singleton
15067,ALAS1,Singleton
15068,CKAP5,Singleton
15069,DCAF6,Singleton
15070,PGM1,Singleton
15071,AGPAT3,Singleton
15072,IPO5,Singleton
15073,RPL37,Singleton
15074,RANBP2,Singleton
15075,MTA2,Singleton
15076,RIF1,Singleton
15077,HEATR1,Singleton
15078,NACA,Singleton
15079,XPOT,Singleton
15080,HINT1,Singleton
15081,PSEN1,Singleton
15082,EIF3A,Singleton
15083,OAZ1,Singleton
15084,IKBKG,Singleton
15085,RRS1,Singleton
15086,HMGN2,Singleton
15087,HNRNPH1,Singleton
15088,PFKM,Singleton
15089,STK11,Singleton
15090,ANP32B,Singleton
15091,BOK,Singleton
15092,RPS6KA3,Singleton
15093,COX6A1,Singleton
15094,HIGD2A,Singleton
15095,CNBP,Singleton
15096,FAH,Singleton
15097,SMC3,Singleton
15098,SF3B1,Singleton
15099,MYO18A,Singleton
15100,AP1S2,Singleton
15101,ATP6V1F,Singleton
15102,TNPO1,Singleton
15103,KCNJ12,Singleton
15104,MYL12A,Singleton
15105,UBR5,Singleton
15106,ACOT7,Singleton
15107,RRP1B,Singleton
15108,NCOR1,Singleton
15109,USP7,Singleton
15110,POLR2I,Singleton
15111,SLC9A1,Singleton
15112,MEN1,Singleton
15113,LAPTM4A,Singleton
15114,MORF4L2,Singleton
15115,KHDRBS1,Singleton
15116,EIF3E,Singleton
15117,COX5B,Singleton
15118,RBBP4,Singleton
15119,COX4I1,Singleton
15120,TOP2B,Singleton
15121,POLG,Singleton
15122,ACTL6A,Singleton
15123,NPM3,Singleton
15124,NUFIP2,Singleton
15125,CBX3,Singleton
15126,RBM39,Singleton
15127,CHCHD2,Singleton
15128,MAP2K7,Singleton
15129,BAK1,Singleton
15130,EIF4A3,Singleton
15131,COX8A,Singleton
15132,CDK7,Singleton
15133,HNRNPR,Singleton
15134,LDB1,Singleton
15135,SERINC1,Singleton
15136,PPA1,Singleton
15137,BLVRB,Singleton
15138,PPP2R5A,Singleton
15139,NUP93,Singleton
15140,POLG2,Singleton
15141,FABP3,Singleton
15142,GHITM,Singleton
15143,ATP6V1B2,Singleton
15144,COX6B1,Singleton
15145,DDX6,Singleton
15146,TWF2,Singleton
15147,STIM1,Singleton
15148,NUP133,Singleton
15149,SRP14,Singleton
15150,YY1,Singleton
15151,U2AF1,Singleton
15152,RPL36AL,Singleton
15153,CDCA4,Singleton
15154,RPIA,Singleton
15155,CDC5L,Singleton
15156,MRPL12,Singleton
15157,CDK9,Singleton
15158,PRDX5,Singleton
15159,NBN,Singleton
15160,TBP,Singleton
15161,CEP57,Singleton
15162,MAP7D1,Singleton
15163,UGGT1,Singleton
15164,CDCA7,Singleton
15165,RPAP1,Singleton
15166,TERF2IP,Singleton
15167,ZNF451,Singleton
15168,P4HTM,Singleton
15169,SLC5A3,Singleton
15170,E2F8,Singleton
15171,RAD51C,Singleton
15172,SLC38A6,Singleton
15173,PARP2,Singleton
15174,CTCF,Singleton
15175,GMFB,Singleton
15176,BAG4,Singleton
15177,DUSP22,Singleton
15178,UBR7,Singleton
15179,HDAC3,Singleton
15180,CDC73,Singleton
15181,HERC5,Singleton
15182,DDX11,Singleton
15183,TCF19,Singleton
15184,E2F4,Singleton
15185,EIF2S3,Singleton
15186,IPO4,Singleton
15187,PIGF,Singleton
15188,DCAF10,Singleton
15189,EAF2,Singleton
15190,GINS3,Singleton
15191,NGRN,Singleton
15192,NDUFA3,Singleton
15193,SLC38A7,Singleton
15194,PPAN,Singleton
15195,PABPN1,Singleton
15196,INTS9,Singleton
15197,MYCBP,Singleton
15198,DCPS,Singleton
15199,ZFP91,Singleton
15200,IER3IP1,Singleton
15201,EFCAB11,Singleton
15202,DYNLT1,Singleton
15203,THAP11,Singleton
15204,TUBA3E,Singleton
15205,DCD,Singleton
15206,SARS2,Singleton
15207,CUL3,Singleton
15208,NDUFB11,Singleton
15209,SDHD,Singleton
15210,NDUFS7,Singleton
15211,BRI3,Singleton
15212,XYLB,Singleton
15213,PSME4,Singleton
15214,ONECUT2,Singleton
15215,RAB6A,Singleton
15216,DLAT,Singleton
15217,PRKAR2A,Singleton
15218,AHCYL1,Singleton
15219,CNP,Singleton
15220,AFF3,Singleton
15221,QDPR,Singleton
15222,GPD1L,Singleton
15223,PDHA1,Singleton
15224,NR5A2,Singleton
15225,ANXA7,Singleton
15226,PEA15,Singleton
15227,CIDEA,Singleton
15228,INPP4A,Singleton
15229,SMARCD3,Singleton
15230,HIF1AN,Singleton
15231,CFL2,Singleton
15232,PGM2L1,Singleton
15233,RAB7A,Singleton
15234,AKAP5,Singleton
15235,TBC1D8,Singleton
15236,USP13,Singleton
15237,RNF11,Singleton
15238,PCSK7,Singleton
15239,FHOD3,Singleton
15240,RAP2A,Singleton
15241,TOX4,Singleton
15242,NDUFB10,Singleton
15243,ENOPH1,Singleton
15244,EIF3K,Singleton
15245,MAML3,Singleton
15246,LRRC20,Singleton
15247,UBE2A,Singleton
15248,TSPAN5,Singleton
15249,NDUFB6,Singleton
15250,SH3BGR,Singleton
15251,FAM111A,Singleton
15252,NDUFV3,Singleton
15253,SNAP23,Singleton
15254,CDK14,Singleton
15255,TRIM36,Singleton
15256,PPM1H,Singleton
15257,CIDEC,Singleton
15258,GFOD1,Singleton
15259,NDUFA7,Singleton
15260,MAP1LC3A,Singleton
15261,NDUFS4,Singleton
15262,TRIM5,Singleton
15263,NDUFA12,Singleton
15264,GRIK5,Singleton
15265,NDUFA6,Singleton
15266,SLC30A3,Singleton
15267,KLHL35,Singleton
15268,EXOG,Singleton
15269,POLR2H,Singleton
15270,MR1,Singleton
15271,TMCC2,Singleton
15272,TMEM106C,Singleton
15273,COX7A1,Singleton
15274,SRGAP2,Singleton
15275,HOXB6,Singleton
15276,SLC13A5,Singleton
15277,SFXN3,Singleton
15278,REPS2,Singleton
15279,GNAZ,Singleton
15280,SPATA13,Singleton
15281,SLC27A5,Singleton
15282,RNF145,Singleton
15283,CBLN1,Singleton
15284,ILVBL,Singleton
15285,YPEL1,Singleton
15286,HOXA7,Singleton
15287,MLXIP,Singleton
15288,RAD51B,Singleton
15289,BTN2A2,Singleton
15290,GPR155,Singleton
15291,MBOAT2,Singleton
15292,ERMAP,Singleton
15293,COMTD1,Singleton
15294,MARK4,Singleton
15295,SLC9A9,Singleton
15296,CDK3,Singleton
15297,KLHL2,Singleton
15298,GRM2,Singleton
15299,PARD6A,Singleton
15300,THRSP,Singleton
15301,RNF31,Singleton
15302,NT5M,Singleton
15303,ZNF493,Singleton
15304,EDC4,Singleton
15305,ZC3H4,Singleton
15306,CHRM4,Singleton
15307,RAB34,Singleton
15308,FUNDC1,Singleton
15309,RAP1GDS1,Singleton
15310,DNAH2,Singleton
15311,CAPS,Singleton
15312,SEC11A,Singleton
15313,SPEF1,Singleton
15314,EDC3,Singleton
15315,IGSF9,Singleton
15316,SECISBP2,Singleton
15317,ZNF484,Singleton
15318,NECAP1,Singleton
15319,PAPOLG,Singleton
15320,RABGGTA,Singleton
15321,SLC38A5,Singleton
15322,LMBR1L,Singleton
15323,NIPA1,Singleton
15324,CTNNBL1,Singleton
15325,LACC1,Singleton
15326,TTLL4,Singleton
15327,APBA3,Singleton
15328,NLRC3,Singleton
15329,ZNF33B,Singleton
15330,WDFY4,Singleton
15331,RSPH1,Singleton
15332,KRI1,Singleton
15333,ANXA9,Singleton
15334,TBX19,Singleton
15335,SLC2A12,Singleton
15336,ZNF282,Singleton
15337,RHBDD2,Singleton
15338,SLC16A12,Singleton
15339,ZNF613,Singleton
15340,GAL3ST4,Singleton
15341,SPTSSB,Singleton
15342,GNGT2,Singleton
15343,ZNF254,Singleton
15344,ZNF385A,Singleton
15345,OGFOD2,Singleton
15346,IGSF10,Singleton
15347,SHISA3,Singleton
15348,ZC3H18,Singleton
15349,FBXL17,Singleton
15350,HEXIM2,Singleton
15351,BUD13,Singleton
15352,TGM5,Singleton
15353,TMCO6,Singleton
15354,GSC,Singleton
15355,FFAR4,Singleton
15356,WWC3,Singleton
15357,TTL,Singleton
15358,ATPAF1,Singleton
15359,MED29,Singleton
15360,KLRC1,Singleton
15361,TMEM52,Singleton
15362,ASPRV1,Singleton
15363,PROB1,Singleton
15364,PRTFDC1,Singleton
15365,GALNT15,Singleton
15366,PKD1L2,Singleton
15367,CAPS2,Singleton
15368,DMRT2,Singleton
15369,KLHDC1,Singleton
15370,TIGIT,Singleton
15371,LCA5,Singleton
15372,ARSI,Singleton
15373,SLC46A2,Singleton
15374,ABHD12B,Singleton
15375,HOGA1,Singleton
15376,THSD7B,Singleton
15377,KBTBD3,Singleton
15378,PAAF1,Singleton
15379,ZNF827,Singleton
15380,FOCAD,Singleton
15381,PLAC9,Singleton
15382,TNMD,Singleton
15383,MRAP,Singleton
15384,GPALPP1,Singleton
15385,HAAO,Singleton
15386,MTCH2,Singleton
15387,NFATC2,Singleton
15388,TSPAN2,Singleton
15389,CETN3,Singleton
15390,AGPAT5,Singleton
15391,CBX7,Singleton
15392,TAF4B,Singleton
15393,CBFA2T3,Singleton
15394,MCPH1,Singleton
15395,SLC24A3,Singleton
15396,SAE1,Singleton
15397,ECD,Singleton
15398,HMGN5,Singleton
15399,PLXDC2,Singleton
15400,CACNA2D2,Singleton
15401,ITGB3BP,Singleton
15402,TWIST2,Singleton
15403,MCM8,Singleton
15404,SNAPC3,Singleton
15405,SLC5A1,Singleton
15406,AMN,Singleton
15407,CYP4F12,Singleton
15408,NIPSNAP3A,Singleton
15409,GMPS,Singleton
15410,ARHGEF19,Singleton
15411,NPPB,Singleton
15412,CDHR5,Singleton
15413,CDHR2,Singleton
15414,SLC15A1,Singleton
15415,CRYBB1,Singleton
15416,NUBP1,Singleton
15417,GUCY2C,Singleton
15418,MYO1A,Singleton
15419,GRIP2,Singleton
15420,CYSLTR2,Singleton
15421,CHRM2,Singleton
15422,CACNA1F,Singleton
15423,B3GNT7,Singleton
15424,DPP9,Singleton
15425,FOXH1,Singleton
15426,ZFYVE21,Singleton
15427,TBC1D22B,Singleton
15428,GALR2,Singleton
15429,KLHDC10,Singleton
15430,HOXB9,Singleton
15431,ZDHHC3,Singleton
15432,RNF126,Singleton
15433,CHP2,Singleton
15434,FAM204A,Singleton
15435,GHRHR,Singleton
15436,LRRC49,Singleton
15437,KBTBD7,Singleton
15438,PYY,Singleton
15439,FANCE,Singleton
15440,AFMID,Singleton
15441,AGRP,Singleton
15442,IL5,Singleton
15443,THYN1,Singleton
15444,TFPT,Singleton
15445,LTK,Singleton
15446,RIOK2,Singleton
15447,SPATA7,Singleton
15448,LYRM2,Singleton
15449,DNAL1,Singleton
15450,MUC5AC,Singleton
15451,PTPDC1,Singleton
15452,TXNDC16,Singleton
15453,NKIRAS2,Singleton
15454,UPK3B,Singleton
15455,MUC2,Singleton
15456,DUOX1,Singleton
15457,ST8SIA6,Singleton
15458,GALNT5,Singleton
15459,MTX3,Singleton
15460,HSD3B2,Singleton
15461,TMEM87B,Singleton
15462,FOXRED1,Singleton
15463,GOLGA5,Singleton
15464,SHQ1,Singleton
15465,EOGT,Singleton
15466,NFKBID,Singleton
15467,TCEAL3,Singleton
15468,PAPLN,Singleton
15469,SSTR5,Singleton
15470,VEPH1,Singleton
15471,FAM110C,Singleton
15472,SCGB3A1,Singleton
15473,CBLC,Singleton
15474,PIK3C2G,Singleton
15475,NEK4,Singleton
15476,P2RX6,Singleton
15477,ZNF235,Singleton
15478,ZNF562,Singleton
15479,QSOX2,Singleton
15480,PM20D2,Singleton
15481,ABHD10,Singleton
15482,RWDD2A,Singleton
15483,SCFD2,Singleton
15484,ZNF606,Singleton
15485,DACT3,Singleton
15486,TXNDC11,Singleton
15487,ZFP14,Singleton
15488,EMC1,Singleton
15489,NANP,Singleton
15490,TBC1D12,Singleton
15491,UNC5CL,Singleton
15492,UBAC2,Singleton
15493,DUOXA1,Singleton
15494,ALKBH8,Singleton
15495,SPIN4,Singleton
15496,FBXO8,Singleton
15497,KLHL42,Singleton
15498,DUSP19,Singleton
15499,ASPG,Singleton
15500,HEATR5B,Singleton
15501,GPN2,Singleton
15502,CD200R1,Singleton
15503,BIVM,Singleton
15504,CYP11B1,Singleton
15505,MRO,Singleton
15506,ZNF551,Singleton
15507,ZNF343,Singleton
15508,TMEM125,Singleton
15509,ZNF226,Singleton
15510,IP6K3,Singleton
15511,RDM1,Singleton
15512,FBXO17,Singleton
15513,PWWP2A,Singleton
15514,L3HYPDH,Singleton
15515,CHAMP1,Singleton
15516,ABHD13,Singleton
15517,FBXO27,Singleton
15518,ZNF678,Singleton
15519,MFSD8,Singleton
15520,LPAR5,Singleton
15521,SLFN12L,Singleton
15522,ZNF585B,Singleton
15523,ZNF337,Singleton
15524,BEST2,Singleton
15525,ZXDA,Singleton
15526,SDR42E1,Singleton
15527,TMEM181,Singleton
15528,ZSCAN22,Singleton
15529,LYRM9,Singleton
15530,SPIDR,Singleton
15531,TMEM248,Singleton
15532,ZKSCAN8,Singleton
15533,HDX,Singleton
15534,PARP15,Singleton
15535,LYSMD4,Singleton
15536,DTD2,Singleton
15537,ZNF785,Singleton
15538,B3GNT8,Singleton
15539,DENND6A,Singleton
15540,RAB6C,Singleton
15541,KLK14,Singleton
15542,ZNF317,Singleton
15543,TMEM218,Singleton
15544,VSIG8,Singleton
15545,ZNF658,Singleton
15546,GGT6,Singleton
15547,TMEM260,Singleton
15548,ZNF449,Singleton
15549,SMIM20,Singleton
15550,ZNF823,Singleton
15551,DAND5,Singleton
15552,ATAD3C,Singleton
15553,ARHGEF35,Singleton
15554,TRMT44,Singleton
15555,ZG16B,Singleton
15556,C2CD4D,Singleton
15557,PXT1,Singleton
15558,KCNA1,Singleton
15559,KCNH1,Singleton
15560,GRM7,Singleton
15561,FUT9,Singleton
15562,DCX,Singleton
15563,GNG3,Singleton
15564,SLC24A2,Singleton
15565,SCN1A,Singleton
15566,TNR,Singleton
15567,DPYSL5,Singleton
15568,MYT1L,Singleton
15569,PCDH11X,Singleton
15570,CAMKV,Singleton
15571,LYPD1,Singleton
15572,PRMT8,Singleton
15573,OLIG2,Singleton
15574,KCNJ6,Singleton
15575,NCAN,Singleton
15576,SYT4,Singleton
15577,RGS7,Singleton
15578,CACNG7,Singleton
15579,SLC4A10,Singleton
15580,PCDH8,Singleton
15581,MYT1,Singleton
15582,PCDH15,Singleton
15583,CDH10,Singleton
15584,HCN1,Singleton
15585,FGF14,Singleton
15586,OLIG1,Singleton
15587,KCNA4,Singleton
15588,GABRA3,Singleton
15589,GABRA5,Singleton
15590,SYT13,Singleton
15591,STXBP5L,Singleton
15592,OPRK1,Singleton
15593,TRPC5,Singleton
15594,NDP,Singleton
15595,KCNK10,Singleton
15596,GABRB1,Singleton
15597,ACTL6B,Singleton
15598,DLL3,Singleton
15599,CNTN5,Singleton
15600,SERPINI2,Singleton
15601,SYT5,Singleton
15602,SLCO1A2,Singleton
15603,DPP10,Singleton
15604,GPR12,Singleton
15605,GLRA3,Singleton
15606,SYNPR,Singleton
15607,GPC5,Singleton
15608,LRRTM3,Singleton
15609,SLITRK1,Singleton
15610,GABRQ,Singleton
15611,ZMAT4,Singleton
15612,NECAB1,Singleton
15613,LHFPL3,Singleton
15614,SLC6A11,Singleton
15615,SORCS3,Singleton
15616,NRG3,Singleton
15617,RALYL,Singleton
15618,NTSR2,Singleton
15619,SYT6,Singleton
15620,LUZP2,Singleton
15621,KHDRBS2,Singleton
15622,NRSN1,Singleton
15623,SVOP,Singleton
15624,NDST3,Singleton
15625,CREG2,Singleton
15626,SLC7A14,Singleton
15627,RS1,Singleton
15628,LRRTM1,Singleton
15629,LRRTM4,Singleton
15630,CNTN6,Singleton
15631,PHYHIPL,Singleton
15632,LIX1,Singleton
15633,PCDHA6,Singleton
15634,KCTD16,Singleton
15635,FSTL5,Singleton
15636,CBLN2,Singleton
15637,SV2C,Singleton
15638,MPPED1,Singleton
15639,SLITRK3,Singleton
15640,SYTL5,Singleton
